bh,kh
601966,3994088722
1380836,3546323539
1381157,0526563691
1380867,3164258869
1380910,4213780510
1380907,3164604245
1396600,4213041902
1396591,3546948339
1396604,3559739472
1396605,1532432358
127300,3252388212
1396606,3559072944
1396607,4213921006
609352,3823457921
1396608,3552421223
1396609,4216485966
1396619,3164158469
1396620,3664969447
616896,1531738886
1396623,3164315381
1396624,3375219927
1396625,3377441047
1396626,0634025596
1396627,4213128030
1396628,3559618176
1396629,3164893669
1396630,3319346924
1396584,3312100938
1380901,4213553470
1380895,4213758686
1381002,1299376691
742769,3560823376
697954,0313237474
742775,3559462384
697960,0903296494
1380979,1021569899
1380982,4213120430
1385410,3547027043
1396631,3546735923
1385418,4212611214
1385420,4213167694
127491,3251886228
127496,3252161956
127501,1727588875
127502,3252339492
1396632,1058859773
1396636,3686434039
1396637,3546429923
1396638,3546743843
1396639,3546695667
1396640,3163924389
1396641,1727867259
1396642,3259015312
1396643,3164205909
1396644,3665116935
1396645,3163854885
127265,3252169940
1396646,0762155044
1396647,3163934949
1396648,3682862839
1396649,3546498243
1396650,1528908388
1396651,4213483790
1396652,3559200320
1396653,2141262567
1396654,3546957843
1396655,1021055787
331010,0343388724
331038,0343751236
475829,3626466642
1380913,0161944310
1380912,3276738592
1380914,0903586430
1380921,3559414912
319813,3996075314
1380932,3546496211
1380935,3316968876
1380844,3546790579
1380958,1367108678
132507,1294249037
435507,1780147163
1396633,3251707748
1396634,1529017476
1396635,1533942774
1380854,3453380859
1380886,0345388779
1380885,4213098110
1380909,1299810323
1380906,3994673746
1380905,2913000955
1380841,1533000678
1380903,3995807394
1380904,4213073038
1380890,1533131846
1380849,3546328131
349887,3837968628
1380930,3546208291
1380985,0691414493
1396656,1051792029
742723,3395054247
385708,1021883483
1380969,2610389596
742720,3559462336
639802,3996147602
1380991,3316226140
718339,3164542629
1381014,0903409198
723047,3164581461
1380962,1021859531
742835,2140952503
1396657,1531741334
1396659,4213103598
742838,3656649991
1380966,3164474725
1396660,3164668037
1396661,3317342444
1396662,4213791182
1396658,3687188279
1396663,1726885467
1396664,3164001269
1396665,3163877413
1396666,3665114775
1396667,3552818423
1396668,3559096976
1396669,3546240211
1396670,3251955284
742872,3559822096
637572,3995522242
654656,4213261342
1396671,3548951543
1396672,1532546486
1396673,4213538270
1396674,3164640149
1396675,3057312853
1396676,3559246384
1396677,3220991484
1396678,3546666323
1396679,3254119100
1396680,3164282949
658551,4215537998
1396681,3546994275
1396682,1529702260
1396683,3995545410
1396684,3937955648
1396685,4213479854
1396686,4215513502
1396687,3559089072
1396688,1528586228
476191,1695409426
607561,0719892765
694300,4213738638
630665,0986524548
1396690,3309386378
1396691,3937832416
1396692,3375164935
1396689,4213680702
1396693,3453214459
1396694,3938059472
1396696,3546573715
1396697,3557080816
1396698,1061516493
1396699,3546861011
1396700,3558263184
1396701,3937514240
1396702,1531942646
1396703,3163937029
1396704,3318074156
1396705,1528522900
1396706,3937991520
1396708,3469377795
1396724,3559763168
1396725,3544330268
1396726,4213868558
1396727,3559799408
1396728,3937626048
1396729,3559587440
1396730,4213288974
1396731,3560810832
416420,0313473410
1396707,3164893173
1396709,3552075847
1396710,3664891031
1396711,3937756432
1396712,3164222613
1396713,3683153239
1396714,3938220384
1396715,3164100181
1396716,4213477230
1396717,3548773207
1396718,3552169015
1396719,3938282496
1396720,3377529751
1396721,0903732174
387283,0422025968
1396722,3938035488
1396723,3937597104
1381053,3552931495
545326,3111160834
545332,3108791666
54122 ,0166456867
387255,1726752027
608992,3113510610
661514,4213010254
562773,3994458386
411436,3121233712
1381027,1021666219
1381050,1532747814
384955,0421868688
328915,2567314267
441468,2540443342
1381017,2567160267
1396732,3559063856
1381024,3683373111
1381039,2622733872
1381046,3546743363
1381045,1365190438
1396741,3559150704
1396743,3559966000
1396744,3560271136
1396745,3318300316
1381139,3221661468
1396746,3559348992
1396747,3560063616
1396748,1534115414
1396749,3546350355
1396733,3937704496
1396734,3377148247
1396735,3164174805
1383172,3164349541
1396736,3560853504
1396737,3558982208
1383479,3936300752
427074,1533076518
1396738,3937972016
127618,3252140228
1396739,1364141462
1396740,3546693843
1396750,3938047264
1396751,3375286007
1396752,1528596740
1396753,3938074432
1396754,3551793959
1396755,3937859824
606547,0313554258
692493,0903161806
391289,1058741181
394186,1532914710
618873,3453399531
616808,2911828203
282934,1992589997
1396756,3164630197
751641,1727035451
751724,3559655920
751749,3559669344
692702,1423710070
1396757,3558973648
1381458,0526044059
1396758,3559932928
1396759,3552533847
1396760,1899176722
1396761,3937531568
1396762,3937925952
1396763,1021556283
1396764,3560886384
1396765,3559150016
1396766,3937811360
1396767,3552805591
1396768,3546730051
1396769,3560082048
1396770,3549164103
1381233,3221225132
1381294,0904074462
1381316,3546259011
415117,1727834491
661530,4213690094
1381315,4213963358
1381318,3164600437
1381253,2566963211
681421,1727870411
1381275,4213795278
1381280,3221407388
1396771,3994252898
1381418,1727648715
1396772,3417678487
1396773,3938281744
1396776,3559590176
1396777,3938130864
1396778,3551862311
1396779,3546883139
602626,3251671460
426163,1176684519
1396780,3937392192
1396781,3938229472
1396782,3559150960
1396784,3683031271
1396785,3938006576
742002,1727889163
1381227,1365595478
1381225,3550793479
1398881,3686480423
127977,2567502043
613795,1898954770
1398894,3552040903
416431,1059360621
1381366,1298859235
513053,3823508065
1381246,1528718436
1381251,3164284149
1381249,1300427187
407308,1185046775
1381312,3163880069
639804,1499236162
638412,1058956125
693112,3497891821
693119,1625771909
1396783,3473161523
1396786,3665112455
133437,1728033275
1381384,2911562731
1396787,3377384839
1381391,3309460970
1396788,3938058688
1396789,3938006960
1396790,3558976880
694268,3994596962
1396791,3559241952
1396792,3937792608
1396793,3545010311
1396794,3559148816
1396795,3937554064
1396796,3938145952
1396797,3559405072
1396798,1532550998
1396799,2568117323
1396800,0474549878
1396801,3558770496
1396802,3559368288
1396803,3259176096
1396804,3938196576
1396805,3938219280
1396806,3548779719
1396807,3559910592
1396808,3938213440
1396809,3938016816
1396812,3937525312
1396813,3552177303
1396814,3938018976
1381410,0421739232
1381411,3546416483
693128,0903979006
693131,1727048651
1381453,3320076492
1381451,3316084044
1372490,3552495111
1396810,3317751772
1396811,3559369040
1396815,3377400471
1396817,3937697088
1381431,3252120804
1396818,3559664176
1396819,0484837020
1396820,3938058496
1396821,3937911616
1396822,3552085991
1396823,3551916807
1396824,3938039456
1396825,3552117223
1396826,3938039328
1396827,3558978112
1396828,3937750816
1396829,3559193168
1396830,3935294800
1381378,1781946827
1381444,4213526046
1381445,2569129035
1381486,2567136747
1396831,3665007367
743100,2141016007
743109,3548748599
743111,3687062455
743117,3686418551
697908,0904171198
743113,3377334855
1396840,3560866544
743053,3686401319
1396847,3558639392
1396872,3682689463
1396875,3546272387
1396877,3013621802
1396879,3559629856
1396880,3559966528
1396881,3994015874
1396882,3377438551
1396883,3560869008
1396884,3559994464
1396885,3220837052
1396886,3665108231
687960,1298257235
1396887,3559558448
1396888,3559955248
1396889,1533963990
1396832,3377541303
1396833,3937632336
1396834,1726759387
1396835,1531705654
1396836,3552810903
1396837,2569277595
1396838,3934910912
1396839,3937810096
1396841,3560872352
1396842,3665126263
1396843,3938008096
1396844,3935079328
1396845,3377276423
1396846,3559337888
1396848,3277109616
1396849,3259730832
1396850,3318089820
1384942,3221513196
1384989,2744923324
1385162,3320177964
1372315,3559244736
583454,4087444866
743174,3559633344
743179,3559226496
743183,3559912656
743178,3559387344
743177,3687180343
743171,1021751851
743189,3559794800
743184,3559126144
743131,1021690747
743149,3559755536
743148,3559056736
693068,3221321084
693075,3319096316
1396851,3937428496
1396852,3686211255
583876,3994511202
1396853,3934910576
1381654,4213168174
1381655,3164202085
1396854,3559535072
1396855,1727809723
1396856,3937654256
1396857,3934899296
1396858,3559463744
1396859,3164345573
1396861,3548762247
1396862,3937810656
1396860,1530204916
1396863,0344867003
1396864,3559185184
1396865,3559219824
746363,3558990592
1396866,3545197783
746368,3560765120
640678,1899280338
746496,3559739168
692879,1020942955
743044,3558991552
743045,3686936119
743049,3659148759
601472,1499755410
693039,2913347883
1396867,3164509861
1396868,3546989059
1396869,3558363696
1396870,3559717632
540919,1727681371
1396871,3377219639
1396873,3559954496
1396874,1533613782
1396876,3548414903
1396878,3560059792
1396890,1058922701
1396891,3559519456
1396892,3559602784
1396893,3937507136
1396894,3546988035
1396895,3559719808
1396896,1528410948
1396897,3552345063
1396898,3937797920
1396899,4215552078
1396900,3164652453
1396901,3665030455
593690,3994431490
743092,3560901344
679595,4215527054
591507,4086123154
743064,3559871184
1396902,1059337309
1381492,4213670174
1381497,4213252142
1381506,1294343805
1381509,3219770268
1381551,3309925066
1381555,3164071301
1396905,1529502468
417768,3966937700
743056,3683185927
1396906,1061351581
1396907,3559233152
743054,3683348055
1396908,3548959207
1396909,3665035495
1396910,3164117973
1396911,3559112336
1396912,3546218563
1396913,1529774244
1396914,3687133463
1396915,1298251443
1396916,1295303581
1396917,3546530627
1396918,4213736878
1396919,3163867989
1396903,1264393200
1396904,3375145783
1396920,3164429141
1396921,3317480284
1396922,3546580883
1396923,4213757198
1396924,3319556204
1396925,3546833811
1396926,3549804551
1396927,3546328515
554045,2567179035
1396928,3559627296
1396929,2935028180
1396930,3318887004
1396931,3551703015
1396932,0631458572
1396933,3686045063
1396934,3546310867
603988,2426366590
612740,0313750466
1381490,3546421427
1396935,4213065310
1381484,0902399710
1381487,3164073733
1381489,3315424396
1381524,3546654515
608641,3823950241
1381540,1021195099
1381535,2568679259
1381539,1298766723
692935,0105290110
127715,3251935172
127717,3252314052
132636,3251773236
1396936,0432805742
1396937,3546624595
1396938,3686416519
1396939,1528719348
1396940,3377135335
1396941,3055269413
1396942,3252367780
1396943,3219984204
1396944,3994711314
1396946,3559636656
1396947,3699898855
1396948,3274168848
1396949,0904496270
1396950,3559286240
1396951,3259018848
1396945,3552116887
1396952,3473493171
1381496,1298455555
1396953,3559466464
1396954,2567186043
1396955,3546527027
1396956,3546731203
1396957,3560884336
1396958,3164470581
1396959,3252196036
1396961,3164252773
643707,1727836939
1396962,3559019808
1396963,4213534686
1396965,3219733452
1381580,0104846702
460564,2796150514
1396960,2567698539
1381610,1810700377
460761,0164986900
634073,2990892967
1381507,3164516917
1381569,3164064101
743187,3559313312
680873,4087282690
1396964,3559777632
1396966,3559375200
1396967,3686436999
1396968,1727967015
1396969,3310183594
1396970,3687048503
1396971,1059782765
1396972,1294326989
1396973,3546807555
1396974,4215507150
1396975,1528612788
1396976,3375154519
1396977,3995983474
1396978,3309387978
1396979,1529109428
1396980,3377339799
1396981,3559436592
1396982,4213677966
1381605,4213109454
1381607,1058960749
1381604,3656348727
1396984,1528636036
1381628,3685271671
127919,0313234082
127925,3252032148
1381641,3546525875
477792,1058926701
1381601,1298473907
602938,1780150811
449520,1727849147
680879,1727413147
680881,0313968162
127596,3251893828
127599,1058747789
127603,3251884580
127605,3251979956
127610,3252070292
557993,2911324763
697223,3994201570
551808,3111545714
00002 ,0134078658
1381696,4212918414
1381699,2913196731
1381715,3315839900
743268,1300308339
1381657,0912853438
127475,3252243236
511335,3453072171
505501,0838143920
127442,2567150859
604098,1899308354
1381683,3993911922
45564 ,1020406827
473761,1059382141
1396989,3163862085
743235,1364980518
1396991,3994111826
1396992,3552038631
1396993,0404003138
1396994,3552421639
1396995,3164345413
1396996,0647229949
1396997,3164523253
1397000,3546596547
1397001,3546456131
1397002,1299585891
1397003,3559181584
1397004,3937684960
1397005,3377297895
1397006,1021756107
1397007,3163969637
1397008,3687128679
1397009,3164610757
1397010,3221808476
1397011,3164264485
1397012,3164027957
483716,2567835339
1396985,3559185888
1396986,3553036487
1396987,3377389399
1396988,3317668380
1381672,1727254795
1396990,4212611358
1397020,3560854560
1397023,1059557181
1397024,3559671632
1397025,3164256645
1397026,0281869586
1397027,3559911120
1397028,1528390100
1397029,4213989214
1397031,3546807699
1397032,3546677187
1397033,3546592131
1397034,3559107696
1397035,1528905668
1384792,3546299571
697208,3318107196
1381834,3546991363
1397013,3377420343
1397014,3559724816
1381833,3546441075
1381835,3546702019
1397015,3164432245
693138,1176683783
1397016,1366460294
1397017,3547974471
1397018,0344851307
475686,1727665547
542399,3113458162
542382,1533505846
562989,1021441339
132749,3252316884
132751,3995696594
561628,0313333522
434302,1039426359
658500,4213438078
658513,1727594827
546762,2566972219
1397019,1529728356
1397021,4213527550
693145,1727247755
1397022,0914259870
1381876,3552348967
1381877,4213857374
693159,3497736221
616936,3996021810
127559,3252229780
1397036,3559819120
320441,3251998388
1381918,3164346645
1381931,4213721886
478922,0310529838
1381938,1726899403
1381937,3995797650
1381893,3316099084
424239,1294337501
1381982,1533566070
1381983,3164127493
1381987,4214005374
1381986,3163912085
1397037,4213818302
1397038,3559798864
1397039,3660862503
1397040,3377232647
1397041,3551913399
1397042,3219907900
1381969,2746148268
1397043,3546675575
1397044,1021138555
1397045,3547027235
1397046,3375176871
1397047,3551456071
1397048,1728049531
1397049,1532994838
1397052,1528962292
1382029,4213039166
1381387,4213152142
1381448,0430751982
1381461,0432986110
1381633,3546602979
680997,1295203229
743459,1727429339
681002,1727470667
128396,3393175543
58049 ,0309095710
1397063,3664917687
446318,1058864205
297955,3995068050
1381975,3316544956
1381976,2567523307
1381979,1424473446
1381993,3996072402
1381998,2569022555
651960,1345981047
693184,3624291963
606612,3274120032
693212,0634840540
693174,1422956550
1381902,3546218947
1381900,0085310272
535793,3994490578
1381964,1422901286
613828,3320079180
1382000,3163942581
127587,3252311860
127590,3418819015
451008,0460936697
1383609,4213221454
1381882,3317912284
1383610,3164240357
1381881,3220814380
1381970,4215552414
1382017,3546420563
610030,2935086676
585055,3995474834
452570,3995731218
1397135,3559882752
620748,3994555090
1382045,1423803190
1382112,3310961818
455642,1533932518
1397075,3560050928
1382208,3163938181
1397076,3377243447
1397079,3559365728
1397080,3546724387
1397081,3938232048
127677,3251731620
455915,0461322009
579133,1021687307
1382123,1423711014
473099,1533276870
127867,3994859202
573290,4085561026
461152,1020599755
461167,3838346228
132801,0313591378
461367,1992638845
127787,3252489252
526122,1499759986
572467,4086053842
555565,2042317338
594420,4085900418
1397089,3560748112
1382047,3164530261
1382050,3309390074
1397094,3546239091
1382052,3996122562
693225,3317485564
1397095,3937633840
1382083,4213610414
1397096,3558996272
1397097,3552338679
1397100,3938306528
1397104,
693233,3994427714
1397103,3546972723
454154,0860159472
661593,4215530510
581684,1532678150
695680,2988254119
1382126,3546591299
581765,3994770434
581767,3996171874
1382130,2987878887
1382129,3993957714
1382133,3546362691
581274,3994866930
1382241,3315484732
1397206,3163931285
1397208,3559687216
1397200,3664918631
1397203,3473137811
610626,3113482162
1382193,1059816253
1382187,3164663317
1382194,4216436830
1382191,3317672524
1383544,4213530414
585214,3995042530
1382268,3546796531
1386100,3164213285
1386103,4212730542
1386101,3546543203
1408155,4141991430
1382054,0634236508
1408202,4142698742
582464,1727473531
1408210,4142358518
1382218,3312076970
1408208,4142790614
1382220,4213620238
1408221,4141856950
1382215,3320078268
1408231,4142122646
1408232,4142323974
1408234,4142455398
1408268,4141974134
1382266,1424099590
1382263,3220616476
1382277,3994175250
1382280,4213950990
1397209,1059391885
1397211,1528627380
133079,2570188651
1397218,3164595365
1397219,1422845254
1397221,3664130935
1397223,3687111831
743488,3559896208
743494,3559314576
127133,0647222141
596245,4086890770
743497,3559287744
1382162,4216437870
1382177,3164397269
1382180,2749538780
1382179,4213717598
1382182,3996108514
1382181,3220686284
1397116,1727406219
1397117,3164631045
1397118,3559729552
1397119,3164490069
1397120,3549117607
1397121,4213519918
1397126,3546773735
1397128,2567162123
1382363,4213619230
1381717,3664986519
259822,3251928612
1382143,3252099636
1397141,3937746912
1397144,3937732528
1382170,4213073742
743483,3559701072
1397145,3560770624
1397147,3559884608
1397148,3375229479
1397149,1529380132
1397151,4212949326
1397153,3548752263
584881,0485465324
583036,1021702251
1397226,1528728228
1397229,3683184759
1397230,1528581652
1397231,3546939395
1397232,0990351186
1397233,3164643493
1397234,3552460407
1382271,1059822573
1397235,1298614947
1397236,4212555598
1397239,3560881440
1397242,3559504160
1397246,3664914279
1382209,0903956846
1382211,3318060220
1382212,3547020499
607468,3994756962
585419,4086224338
1382224,3835249175
585454,3996215522
1382239,4213772254
1397158,3377109767
1397159,1299457059
1397161,3559537552
1397162,3664898919
585941,3995578178
583839,3994112498
617443,3994170706
1375714,3163970405
1375737,3163983189
461450,1529161172
133140,1365815590
1382309,3546985363
1382318,3546617539
1382316,2567940907
737128,3546970919
1382390,1300536387
1382417,0764952605
1382416,4213637614
1382474,3164495509
143024,3272248954
1382288,3547017235
1382286,4213126990
1382293,4215533694
1382274,3309842282
329914,0343423780
1382431,3664999815
619736,3994454098
1382323,2745741532
1382255,3469336323
598217,1020309307
1382256,3164141973
1382279,3995741586
1382300,0902349198
681152,3995353922
681179,2752461852
1382370,4213730398
743664,1533277110
693290,3318672796
1397300,3686387399
1397302,3551556583
690461,3547012691
693288,3315429180
693289,0104982894
743834,0000334816
585807,2567965579
604092,1059787357
743707,1300079539
604084,3251690804
598633,3823833297
1397247,3559050000
1391563,3551160247
1382360,0526598315
1391567,3699655975
1382358,4213493982
1391568,3551625239
1391579,1365946534
1382328,3319944172
1382344,0431287470
681686,3995783378
681687,3995709570
743759,3658765863
1382350,4213139038
681696,0313958690
681708,3994162882
1382374,3318479564
1397248,3559850304
1397249,3546754867
1397252,1061464813
693275,0629000012
1397253,3552387319
693297,1021746219
627975,1061526973
634706,3499655549
89425,0526345899
605347,3453019515
529290,0313176322
126820,0313227090
334920,0526260363
716494,4213790174
677328,3497748173
1382401,3163935781
128440,3995262258
743827,1298955587
613829,2913036059
1381891,2569179291
613297,3433275836
1382385,1365123990
1382386,3377442039
1382442,4213072462
1382444,3276791408
256068,3497627805
1382451,3163858597
1382450,3551663559
1382469,3472029635
1382470,4213702910
1382409,1299123747
1382414,1499511826
743935,3551969255
1382445,4213100270
1382480,3164263445
1382503,3546551187
614450,3252000708
1382436,3315740156
1382540,3319726828
1382407,4213196782
1382406,1727654747
581633,3994971266
613833,3316219244
740009,1528964132
748372,3548776471
753257,3559328384
748413,3559026336
749693,3559441776
740257,1529397684
740176,1364715606
740255,3686427527
740282,3545031975
1382506,3317708956
743977,3559728096
1382440,4213949038
1382538,4213485982
1383000,3311954026
1382434,2569626283
1382465,3686075431
1382472,1058756013
1382476,3546540883
1382573,3994205906
1382449,1366154134
1382438,1051895917
739142,2566980315
1382439,3252354036
739197,3259837344
739200,3277312992
739269,1528641508
1382455,0903679662
638347,3167726130
1397401,3546693203
1382572,3164898981
1391832,3938224192
1391843,1299046547
1391846,3559904144
1399358,3551830695
1399359,4213057950
1399361,3550045991
1399367,3549856855
1399371,3164313221
1399373,1264657520
743219,1021840747
732656,3552254967
1382975,3163857397
729989,3377237783
1382968,4213489710
1372995,3559453008
730103,3552660615
616162,1058919773
611217,0313669682
1382550,3546918083
624639,1020319227
1372500,1727662859
1377729,1727044283
1382625,3163856245
1382624,3546356739
1382692,4213069774
660874,4213880366
639236,3837683108
755907,3559283376
1383681,3552108199
693676,3315739404
638800,2567703515
653277,4213572878
744216,3549106727
693611,0314004466
744214,3547598087
660226,1727025707
666577,1727454459
638879,3819761367
744191,2987665847
744229,2147228647
744252,3664960295
744251,1727451739
638913,0087750448
744278,3665005559
1394107,3937560336
1394108,3559493472
1394110,3937398976
1394111,3560117104
1394116,1299218499
1394117,3560295120
1394118,3937559008
1394121,3560263776
1394119,3560344368
1394120,3937950400
561709,3996040834
656097,3309995770
1382773,3995036306
618175,1298871059
1382782,4213548686
693634,1726896123
693637,0904229342
687474,3164627253
693625,3700081623
1382777,3317338124
693628,1727817979
693629,1727030939
743745,2913298139
744302,2567321115
744305,3548919719
744303,3548740487
744328,3664972103
744179,3559326176
618644,3995487682
1382811,4213135918
1383630,0902321438
723227,3546270771
693656,0903687918
755112,3559362880
693660,3993761819
693670,4214025310
693704,0371679543
1387751,3559734448
1408043,4141800118
1387933,3558470928
1387966,3559847840
744201,3559755824
744199,3550875639
744202,3547972599
744317,3549070087
744316,2140928695
1382800,3472024371
690442,3546820819
744266,3552080151
744307,3682908631
744308,3547971895
1382794,3546355747
744208,3559883408
744207,3549072919
1382786,3164197669
744147,3687137223
740999,3686182599
741002,3682665943
741172,3686984071
1374116,3309733610
1374374,3316082492
1374450,3317120074
1392004,3938058912
128618,1061465389
585369,4087286850
681417,3251889060
744368,3559814496
744371,3559744208
744367,3664902439
744370,1365251718
1383047,3164414693
598698,1176626039
744379,1021237019
188436,2737118011
1383015,4213814046
618510,2567380699
586013,3995298354
693906,3965000674
291406,3218962405
744518,3686990695
744517,2988214983
1383050,3221000476
681436,3995260866
1375823,2747872764
742076,3559154544
681457,3252057940
661733,4213149118
741503,1021129803
744464,1344575207
744510,3559397808
744502,3682587639
744504,3686934647
133791,3452854123
744438,3665027511
687885,4213038222
638015,3966907652
635042,0526399899
647298,2750455852
744484,1021213931
1383056,3319757356
681473,4086340306
744491,2141250807
744492,3559464976
1382904,3546588867
358673,1532041078
693836,2421090300
744621,3274184672
744641,1727421595
693845,0902341998
1383098,3546927395
1383126,3164663509
128856,2566920747
693879,2567514379
744645,3560854544
744644,3417649303
1383091,3164414501
1383092,3469305059
1383104,3546255267
1383103,4213773774
1383105,3995688818
128851,1726872731
128852,2567323755
619184,3914393170
1383101,3163985861
1383112,3320159212
1383206,3309611050
705478,4213000014
655437,2567689435
655439,4213452222
744546,1365069366
1383127,3112869330
128854,1020161323
744545,3665048263
744558,1727672347
744556,3559498272
635185,0421663392
718394,4213039822
730261,3377906823
714576,3309739898
739089,3682668551
740938,3664947095
718681,0358057845
744582,3665062327
1383135,3311374506
585361,1344541575
744705,3559684384
1383148,3164218565
1383151,4213037486
1383170,1295101677
655394,1021112203
744695,1264668224
744697,3552771847
744693,1727425467
744714,1300206435
696046,4213531534
696045,2567498907
1383225,2750008748
696061,1727839243
696243,3319743564
1383168,4213111966
1383187,4213809982
744632,1298883667
744672,3553665191
748483,3559698992
748430,3559126848
1383178,3546903955
744713,3682719479
744766,3559249056
630606,3823902657
744769,3683391639
693849,0105626510
1383203,3453077787
634708,0526333659
688481,3546867987
642869,2740639308
744786,1021153307
635187,2040418810
744815,3559747472
744819,3664922615
744759,1259860336
681582,0313460722
657008,4213549374
748514,3560856320
744847,3664925399
744841,2568441387
744855,3664923703
744863,3559112224
1381296,3251990900
1381338,4215487838
1381795,2570360075
1381813,3995934322
1381822,3995999906
1383191,1727858875
1383410,3546438899
631612,3996160658
667182,3317847708
637589,4086077602
693942,1727402635
657951,4213199342
693948,3316252060
744755,3559815680
744794,3559643648
681601,3219970956
744745,3552114327
744822,3274106240
744826,3549047431
1383212,3995417554
744827,3559518624
681612,1727267771
1383186,3219746780
681623,3482802860
681633,3433467212
681634,3995370610
630533,0165015539
744833,3559354368
693959,4213722638
1383538,3216335090
1383515,3222019340
744836,3559537536
1383535,0842036540
1383587,0913888814
744850,3664913991
744848,3559136512
1383589,1726886507
1383591,4213941838
693998,4213544270
633668,1345355687
744844,3549482791
1383612,4213514590
1373889,1528628116
744857,3548895415
1384456,1058897165
1383582,1059904525
744930,3559191904
1384631,4213447214
1382779,1020707771
1383531,3546210611
1383548,4213013790
1383551,4213079694
1383585,1366126358
1383581,1727849995
1383596,4213992990
1383605,1727863931
1383573,3164239797
1383571,3546892563
1383620,3310143114
1383628,3546389923
674443,3317673116
1383557,3936185072
744918,3552545447
663268,3546416940
1383543,1021659387
1383592,4213026670
1383650,3559173232
1383651,1021088315
1383664,1365723830
638534,2913021627
638546,0772639636
666318,3222046700
1375688,1727841819
744896,1423045974
696582,3995792274
1383746,4213200606
744904,3559466768
681694,3252488580
681699,1899430450
744978,3559241392
1383765,1021673083
744979,3559054960
1383790,4213061822
676512,1021750667
658654,2569997627
128857,2566947739
637896,0691534925
744915,3559855504
128860,1021091515
745022,1533480166
128861,1727437611
128862,1728037419
128863,1727047611
128864,3665109351
128943,3559736208
128944,3560502816
1384449,4214038334
129026,3559835264
1384505,1387791110
129095,1298586547
129106,3559433376
1383743,3546344931
1383744,1059321309
1383866,3546201587
1383783,0754627596
653675,0903730846
1383784,0431279806
1383788,4213201422
1383727,3994343602
744998,3559700640
652013,3317488188
744937,3558962880
744938,3558985184
744967,3559633984
744971,3559646496
1383955,3547033283
744954,3559759936
1383956,3664012007
1383961,3319340220
1383993,3320085932
697627,4213878654
744995,3687003191
744991,3559531552
744992,3559500752
745031,3558986528
745030,3664091591
745035,3549053895
745029,3559531040
1373005,1727451915
745106,3687055815
745139,3687116663
1373063,3558999808
691132,3315510588
745049,3559899680
745044,3686487591
744951,3559720432
744953,3559191056
1383891,3319545036
1383899,4213003998
744948,3558954368
1383904,3699588151
1383933,3685461543
1383812,3277324464
1383814,3472611235
1383930,4215542814
740555,1424280998
1383862,1299357123
1383826,4215521486
1383850,0904163950
1383886,3163858837
745009,1727039963
1383805,3164512325
1383830,2744400012
745040,3552116263
745042,3559854272
1383883,3546423539
1383885,3319340428
1391615,1289160307
1391616,3560373520
1391618,3560143568
1391619,3560124864
1392001,3560374736
1392084,3938199040
1392085,3560325696
1393971,3560102736
740874,3686082439
740911,3377357623
741074,3686113271
740989,3453535947
740990,3682779559
740979,3549148807
741022,3687020663
741004,3687156439
741011,3686078023
133763,3551897271
741040,1021128219
741049,2140788471
741129,1364933670
741127,0423526022
741125,3687020519
741133,3686209911
745060,3559742400
745064,3559561152
745058,3560739648
745096,1364912598
745111,3558948304
745115,3545346599
745124,3686429895
1383963,1300441091
1397909,2567323643
745129,1023933227
1379328,3546902115
1379399,1061513629
1379398,3912279842
1379407,3546793203
745116,3559822768
745119,2988124695
129599,1423037830
748523,3559685408
748531,3559476000
748535,3559592384
1397751,3546270675
1397823,3552783351
1397889,3164183813
126923,1058917453
608637,1533581878
429094,3453486587
G2005 ,0308889102
WT616,3996039858
260786,0764797981
126930,1423037782
471425,0461110729
663640,4215516990
356793,1299543395
328332,1529750324
537153,1899509298
99211 ,0526552027
496179,0086289872
AH315 ,3898508622
424617,2567834091
309497,0525999147
681822,0164587507
128624,1059806333
127177,0526237083
745313,3552505735
1384158,3163937461
1384160,1366448294
341993,0871697444
299668,1625690645
611491,3994875026
681730,0862757168
471595,0460689145
1384128,3221674172
1384126,3319755180
613803,1059927917
745323,3559528832
1384197,3221754556
745330,3552432407
CW630,1532846870
L6508 ,3483161164
555546,1499258578
1384196,3220645292
1384193,3546517651
1384117,2567536411
435486,1780515371
1384207,3163857525
745355,3559682240
532239,3993977762
358920,2934934404
1384185,3546591123
61632 ,0525971595
574785,4087050690
1384180,3546408883
1384189,4213879326
1384209,4213102046
128329,0313311618
126949,1061475821
87183 ,0647202637
557883,3251684916
745650,3547979575
745658,3559303072
1384165,4213227326
1384164,3164418613
625156,3823429169
412171,0372031575
1384214,0358611253
EB954,3251967156
267478,1727416251
428650,0313933586
745501,3687111895
1384360,3546587075
328335,3252143492
I9831 ,3253582156
745622,3552696263
745626,1726885659
1391901,3560006160
745619,2567096347
1391902,3560907392
681778,3772490905
1391903,3559587296
745618,2141065127
1391904,3558519808
247647,1529974374
624676,1176815399
614591,3452813195
525745,3994940098
304577,3252234388
426590,1365334486
625042,1532284566
W1227 ,1990980317
M8049 ,3251991124
80484 ,2567835499
300989,0647219037
258442,3494346779
470024,2911696363
127160,0785003483
623248,1810554793
681780,1298251123
434174,1780391019
745587,2140903895
745590,2140904311
745594,2140912759
601954,0460769161
64737 ,1059821789
745586,3686216887
557002,2622982496
659831,3309698298
457026,2567364859
H8118 ,0403977186
126954,1059560301
444166,3057324901
292061,1534089654
95284 ,1021528811
1384397,4214049582
I9154 ,3453020091
681782,3995650290
625407,1020303051
554546,2990749335
564844,3912991010
